,,,,,,,No. of recruits,,
Year,Period,Sector,Reef,ReefID,Site,Panel,Spawn,Brood,Total
1996,Pre-2016,4,21-071,21-071,1,6,0,1,1
1996,Pre-2016,4,21-071,21-071,1,7,13,6,19
1996,Pre-2016,4,21-071,21-071,1,8,3,2,5
1996,Pre-2016,4,21-071,21-071,1,9,10,5,15
1996,Pre-2016,4,21-071,21-071,1,10,2,0,2
1996,Pre-2016,4,21-071,21-071,2,1,0,0,0
1996,Pre-2016,4,21-071,21-071,2,2,1,0,1
1996,Pre-2016,4,21-071,21-071,2,3,3,2,5
1996,Pre-2016,4,21-071,21-071,2,4,1,0,1
1996,Pre-2016,4,21-071,21-071,2,5,0,0,0
1996,Pre-2016,4,21-071,21-071,2,6,2,1,3
1996,Pre-2016,4,21-071,21-071,2,7,5,3,8
1996,Pre-2016,4,21-071,21-071,2,8,7,1,8
1996,Pre-2016,4,21-071,21-071,2,10,0,0,0
1996,Pre-2016,4,21-071,21-071,3,1,13,6,19
1996,Pre-2016,4,21-071,21-071,3,2,6,4,10
1996,Pre-2016,4,21-071,21-071,3,3,9,5,14
1996,Pre-2016,4,21-071,21-071,3,4,13,8,21
1996,Pre-2016,4,21-071,21-071,3,5,21,11,32
1996,Pre-2016,4,21-071,21-071,3,6,8,16,24
1996,Pre-2016,4,21-071,21-071,3,7,11,6,17
1996,Pre-2016,4,21-071,21-071,3,8,10,8,18
1996,Pre-2016,4,21-071,21-071,3,9,0,4,4
1996,Pre-2016,4,21-071,21-071,3,10,11,9,20
1996,Pre-2016,4,21-071,21-071,4,1,3,2,5
1996,Pre-2016,4,21-071,21-071,4,2,15,11,26
1996,Pre-2016,4,21-071,21-071,4,3,4,2,6
1996,Pre-2016,4,21-071,21-071,4,4,3,4,7
1996,Pre-2016,4,21-071,21-071,4,5,4,3,7
1996,Pre-2016,4,21-071,21-071,4,6,4,3,7
1996,Pre-2016,4,21-071,21-071,4,7,4,6,10
1996,Pre-2016,4,21-071,21-071,4,8,16,2,18
1996,Pre-2016,4,21-071,21-071,4,9,8,2,10
1996,Pre-2016,4,21-071,21-071,4,10,0,1,1
1996,Pre-2016,4,21-072,21-072,1,1,34,5,39
1996,Pre-2016,4,21-072,21-072,1,2,20,2,22
1996,Pre-2016,4,21-072,21-072,1,3,7,0,7
1996,Pre-2016,4,21-072,21-072,1,4,17,1,18
1996,Pre-2016,4,21-072,21-072,1,5,10,0,10
1996,Pre-2016,4,21-072,21-072,1,6,23,3,26
1996,Pre-2016,4,21-072,21-072,1,7,9,0,9
1996,Pre-2016,4,21-072,21-072,1,8,21,2,23
1996,Pre-2016,4,21-072,21-072,1,9,33,1,34
1996,Pre-2016,4,21-072,21-072,1,10,2,0,2
1996,Pre-2016,4,21-072,21-072,2,1,4,1,5
1996,Pre-2016,4,21-072,21-072,2,2,3,0,3
1996,Pre-2016,4,21-072,21-072,2,3,12,0,12
1996,Pre-2016,4,21-072,21-072,2,4,8,1,9
1996,Pre-2016,4,21-072,21-072,2,5,5,1,6
1996,Pre-2016,4,21-072,21-072,2,6,12,1,13
1996,Pre-2016,4,21-072,21-072,2,7,6,0,6
1996,Pre-2016,4,21-072,21-072,2,8,25,5,30
1996,Pre-2016,4,21-072,21-072,2,9,1,0,1
1996,Pre-2016,4,21-072,21-072,2,10,3,0,3
1996,Pre-2016,4,21-072,21-072,3,1,3,1,4
1996,Pre-2016,4,21-072,21-072,3,2,5,0,5
1996,Pre-2016,4,21-072,21-072,3,3,5,0,5
1996,Pre-2016,4,21-072,21-072,3,4,4,1,5
1996,Pre-2016,4,21-072,21-072,3,5,6,1,7
1996,Pre-2016,4,21-072,21-072,3,6,3,0,3
1996,Pre-2016,4,21-072,21-072,3,7,1,0,1
1996,Pre-2016,4,21-072,21-072,3,8,8,1,9
1996,Pre-2016,4,21-072,21-072,3,9,4,0,4
1996,Pre-2016,4,21-072,21-072,3,10,0,3,3
1996,Pre-2016,4,21-072,21-072,4,1,4,1,5
1996,Pre-2016,4,21-072,21-072,4,2,1,0,1
1996,Pre-2016,4,21-072,21-072,4,3,4,1,5
1996,Pre-2016,4,21-072,21-072,4,4,6,1,7
1996,Pre-2016,4,21-072,21-072,4,5,1,1,2
1996,Pre-2016,4,21-072,21-072,4,6,7,1,8
1996,Pre-2016,4,21-072,21-072,4,7,2,0,2
1996,Pre-2016,4,21-072,21-072,4,8,2,2,4
1996,Pre-2016,4,21-072,21-072,4,9,2,0,2
1996,Pre-2016,4,21-072,21-072,4,10,3,1,4
1996,Pre-2016,4,21-074,21-074,1,2,3,1,4
1996,Pre-2016,4,21-074,21-074,1,3,5,1,6
1996,Pre-2016,4,21-074,21-074,1,5,4,1,5
1996,Pre-2016,4,21-074,21-074,1,7,2,0,2
1996,Pre-2016,4,21-074,21-074,1,8,1,1,2
1996,Pre-2016,4,21-074,21-074,1,9,5,2,7
1996,Pre-2016,4,21-074,21-074,2,1,2,0,2
1996,Pre-2016,4,21-074,21-074,2,2,0,0,0
1996,Pre-2016,4,21-074,21-074,2,3,1,0,1
1996,Pre-2016,4,21-074,21-074,2,4,2,0,2
1996,Pre-2016,4,21-074,21-074,2,5,1,2,3
1996,Pre-2016,4,21-074,21-074,2,6,1,0,1
1996,Pre-2016,4,21-074,21-074,2,7,3,0,3
1996,Pre-2016,4,21-074,21-074,2,8,3,2,5
1996,Pre-2016,4,21-074,21-074,2,9,1,0,1
1996,Pre-2016,4,21-074,21-074,2,10,1,0,1
1996,Pre-2016,4,21-074,21-074,3,1,2,0,2
1996,Pre-2016,4,21-074,21-074,3,2,3,1,4
1996,Pre-2016,4,21-074,21-074,3,3,2,2,4
1996,Pre-2016,4,21-074,21-074,3,4,1,0,1
1996,Pre-2016,4,21-074,21-074,3,5,4,5,9
1996,Pre-2016,4,21-074,21-074,3,6,2,4,6
1996,Pre-2016,4,21-074,21-074,3,7,6,3,9
1996,Pre-2016,4,21-074,21-074,3,8,0,0,0
1996,Pre-2016,4,21-074,21-074,3,9,5,3,8
1996,Pre-2016,4,21-074,21-074,3,10,3,1,4
1996,Pre-2016,4,21-074,21-074,4,1,0,1,1
1996,Pre-2016,4,21-074,21-074,4,2,1,0,1
1996,Pre-2016,4,21-074,21-074,4,3,6,0,6
1996,Pre-2016,4,21-074,21-074,4,4,1,2,3
1996,Pre-2016,4,21-074,21-074,4,5,3,1,4
1996,Pre-2016,4,21-074,21-074,4,6,0,0,0
1996,Pre-2016,4,21-074,21-074,4,7,1,2,3
1996,Pre-2016,4,21-074,21-074,4,8,1,3,4
1996,Pre-2016,4,21-074,21-074,4,9,5,3,8
1996,Pre-2016,4,21-074,21-074,4,10,1,0,1
1996,Pre-2016,5,Heron,23-052a,2,1,12,22,34
1996,Pre-2016,5,Heron,23-052a,2,2,5,18,23
1996,Pre-2016,5,Heron,23-052a,2,3,5,11,16
1996,Pre-2016,5,Heron,23-052a,2,4,2,11,13
1996,Pre-2016,5,Heron,23-052a,2,5,2,11,13
1996,Pre-2016,5,Heron,23-052a,2,6,8,12,20
1996,Pre-2016,5,Heron,23-052a,2,7,16,20,36
1996,Pre-2016,5,Heron,23-052a,2,8,4,11,15
1996,Pre-2016,5,Heron,23-052a,3,1,1,0,1
1996,Pre-2016,5,Heron,23-052a,3,2,1,1,2
1996,Pre-2016,5,Heron,23-052a,3,3,0,0,0
1996,Pre-2016,5,Heron,23-052a,3,4,1,1,2
1996,Pre-2016,5,Heron,23-052a,3,5,0,1,1
1996,Pre-2016,5,Heron,23-052a,3,6,0,0,0
1996,Pre-2016,5,Heron,23-052a,3,7,2,0,2
1996,Pre-2016,5,Heron,23-052a,3,8,2,3,5
1996,Pre-2016,5,Heron,23-052a,3,9,0,0,0
1996,Pre-2016,5,Heron,23-052a,4,1,2,3,5
1996,Pre-2016,5,Heron,23-052a,4,2,0,5,5
1996,Pre-2016,5,Heron,23-052a,4,3,1,6,7
1996,Pre-2016,5,Heron,23-052a,4,4,0,1,1
1996,Pre-2016,5,Heron,23-052a,4,5,2,9,11
1996,Pre-2016,5,Heron,23-052a,4,6,2,4,6
1996,Pre-2016,5,Heron,23-052a,4,7,2,3,5
1996,Pre-2016,5,Heron,23-052a,4,8,0,6,6
1996,Pre-2016,5,Heron,23-052a,4,9,0,3,3
1996,Pre-2016,5,Heron,23-052a,4,10,0,3,3
1996,Pre-2016,5,Wistari,23-053,1,1,3,4,7
1996,Pre-2016,5,Wistari,23-053,1,2,0,0,0
1996,Pre-2016,5,Wistari,23-053,1,3,6,3,9
1996,Pre-2016,5,Wistari,23-053,1,4,1,1,2
1996,Pre-2016,5,Wistari,23-053,1,5,0,0,0
1996,Pre-2016,5,Wistari,23-053,1,6,5,3,8
1996,Pre-2016,5,Wistari,23-053,1,7,3,2,5
1996,Pre-2016,5,Wistari,23-053,1,8,3,3,6
1996,Pre-2016,5,Wistari,23-053,1,9,2,5,7
1996,Pre-2016,5,Wistari,23-053,2,1,3,5,8
1996,Pre-2016,5,Wistari,23-053,2,2,0,0,0
1996,Pre-2016,5,Wistari,23-053,2,3,4,1,5
1996,Pre-2016,5,Wistari,23-053,2,4,1,0,1
1996,Pre-2016,5,Wistari,23-053,2,5,2,2,4
1996,Pre-2016,5,Wistari,23-053,2,6,0,0,0
1996,Pre-2016,5,Wistari,23-053,2,7,0,2,2
1996,Pre-2016,5,Wistari,23-053,2,8,1,2,3
1996,Pre-2016,5,Wistari,23-053,2,9,6,1,7
1996,Pre-2016,5,Wistari,23-053,2,10,4,4,8
1996,Pre-2016,5,Wistari,23-053,3,1,1,1,2
1996,Pre-2016,5,Wistari,23-053,3,2,0,0,0
1996,Pre-2016,5,Wistari,23-053,3,3,2,0,2
1996,Pre-2016,5,Wistari,23-053,3,4,0,4,4
1996,Pre-2016,5,Wistari,23-053,3,5,1,0,1
1996,Pre-2016,5,Wistari,23-053,3,6,2,0,2
1996,Pre-2016,5,Wistari,23-053,3,7,0,0,0
1996,Pre-2016,5,Wistari,23-053,3,8,0,2,2
1996,Pre-2016,5,Wistari,23-053,4,1,1,3,4
1996,Pre-2016,5,Wistari,23-053,4,2,0,0,0
1996,Pre-2016,5,Wistari,23-053,4,3,1,0,1
1996,Pre-2016,5,Wistari,23-053,4,4,1,0,1
1996,Pre-2016,5,Wistari,23-053,4,5,0,0,0
1996,Pre-2016,5,Wistari,23-053,4,6,2,0,2
1996,Pre-2016,5,Wistari,23-053,4,7,1,2,3
1996,Pre-2016,5,Sykes,23-054,2,1,0,1,1
1996,Pre-2016,5,Sykes,23-054,2,2,0,2,2
1996,Pre-2016,5,Sykes,23-054,2,3,1,0,1
1996,Pre-2016,5,Sykes,23-054,2,4,1,0,1
1996,Pre-2016,5,Sykes,23-054,2,5,0,0,0
1996,Pre-2016,5,Sykes,23-054,2,6,1,0,1
1996,Pre-2016,5,Sykes,23-054,2,7,0,0,0
1996,Pre-2016,5,Sykes,23-054,2,8,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,1,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,2,1,0,1
1996,Pre-2016,5,Sykes,23-054,3,3,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,4,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,5,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,6,2,0,2
1996,Pre-2016,5,Sykes,23-054,3,7,2,0,2
1996,Pre-2016,5,Sykes,23-054,3,8,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,9,0,0,0
1996,Pre-2016,5,Sykes,23-054,3,10,0,0,0
1996,Pre-2016,5,Sykes,23-054,4,1,0,1,1
1996,Pre-2016,5,Sykes,23-054,4,2,0,3,3
1996,Pre-2016,5,Sykes,23-054,4,3,0,2,2
1996,Pre-2016,5,Sykes,23-054,4,4,0,3,3
1996,Pre-2016,5,Sykes,23-054,4,5,0,0,0
1996,Pre-2016,5,Sykes,23-054,4,6,0,1,1
1996,Pre-2016,5,Sykes,23-054,4,7,0,3,3
1996,Pre-2016,5,Sykes,23-054,4,8,0,0,0
1996,Pre-2016,5,Sykes,23-054,4,9,0,0,0
1996,Pre-2016,5,Sykes,23-054,4,10,0,2,2
1996,Pre-2016,2,Lizard,14-116a,north reef,1,99,15,114
1996,Pre-2016,2,Lizard,14-116a,north reef,2,102,5,107
1996,Pre-2016,2,Lizard,14-116a,north reef,3,66,4,70
1996,Pre-2016,2,Lizard,14-116a,north reef,4,14,0,14
1996,Pre-2016,2,Lizard,14-116a,north reef,5,124,2,126
1996,Pre-2016,2,Lizard,14-116a,north reef,6,84,2,86
1996,Pre-2016,2,Lizard,14-116a,north reef,7,24,0,24
1996,Pre-2016,2,Lizard,14-116a,north reef,8,96,8,104
1996,Pre-2016,2,Lizard,14-116a,north reef,9,20,2,22
1996,Pre-2016,2,Lizard,14-116a,north reef,10,23,5,28
1996,Pre-2016,2,Lizard,14-116a,north reef,11,176,8,184
1996,Pre-2016,2,Lizard,14-116a,north reef,12,56,7,63
1996,Pre-2016,2,Lizard,14-116a,north reef,13,51,21,72
1996,Pre-2016,2,Lizard,14-116a,north reef,14,86,6,92
1996,Pre-2016,2,Lizard,14-116a,north reef,15,167,1,168
1996,Pre-2016,2,Lizard,14-116south,south island,1,46,6,52
1996,Pre-2016,2,Lizard,14-116south,south island,2,46,6,52
1996,Pre-2016,2,Lizard,14-116south,south island,3,47,1,48
1996,Pre-2016,2,Lizard,14-116south,south island,4,78,0,78
1996,Pre-2016,2,Lizard,14-116south,south island,5,171,4,175
1996,Pre-2016,2,Lizard,14-116south,south island,6,44,0,44
1996,Pre-2016,2,Lizard,14-116south,south island,7,67,2,69
1996,Pre-2016,2,Lizard,14-116south,south island,8,31,0,31
1996,Pre-2016,2,Lizard,14-116south,south island,9,109,4,113
1996,Pre-2016,2,Lizard,14-116south,south island,10,85,7,92
1996,Pre-2016,2,Lizard,14-116south,south island,11,48,3,51
1996,Pre-2016,2,Lizard,14-116south,south island,12,55,1,56
1996,Pre-2016,2,Lizard,14-116south,south island,13,133,5,138
1996,Pre-2016,2,Lizard,14-116south,south island,14,79,12,91
1996,Pre-2016,2,Lizard,14-116south,south island,15,39,3,42
1997,Pre-2016,1,10-344,10-344,1,1,39,1,40
1997,Pre-2016,1,10-344,10-344,1,2,21,0,21
1997,Pre-2016,1,10-344,10-344,1,3,17,0,17
1997,Pre-2016,1,10-344,10-344,1,4,47,3,50
1997,Pre-2016,1,10-344,10-344,1,5,35,4,39
1997,Pre-2016,1,10-344,10-344,1,6,15,2,17
1997,Pre-2016,1,10-344,10-344,1,7,24,0,24
1997,Pre-2016,1,10-344,10-344,1,8,26,0,26
1997,Pre-2016,1,10-344,10-344,1,9,37,3,40
1997,Pre-2016,1,10-344,10-344,1,10,26,0,26
1997,Pre-2016,1,10-344,10-344,2,1,23,11,34
1997,Pre-2016,1,10-344,10-344,2,2,15,16,31
1997,Pre-2016,1,10-344,10-344,2,3,13,11,24
1997,Pre-2016,1,10-344,10-344,2,4,22,14,36
1997,Pre-2016,1,10-344,10-344,2,5,30,8,38
1997,Pre-2016,1,10-344,10-344,2,6,20,15,35
1997,Pre-2016,1,10-344,10-344,2,7,10,6,16
1997,Pre-2016,1,10-344,10-344,2,8,31,13,44
1997,Pre-2016,1,10-344,10-344,2,9,14,9,23
1997,Pre-2016,1,10-344,10-344,2,10,24,8,32
1997,Pre-2016,1,10-344,10-344,3,1,65,26,91
1997,Pre-2016,1,10-344,10-344,3,2,91,34,125
1997,Pre-2016,1,10-344,10-344,3,3,44,14,58
1997,Pre-2016,1,10-344,10-344,3,4,115,77,192
1997,Pre-2016,1,10-344,10-344,3,5,73,36,109
1997,Pre-2016,1,10-344,10-344,3,6,74,25,99
1997,Pre-2016,1,10-344,10-344,3,7,57,76,133
1997,Pre-2016,1,10-344,10-344,3,8,99,47,146
1997,Pre-2016,1,10-344,10-344,3,9,90,18,108
1997,Pre-2016,1,10-344,10-344,4,1,65,103,168
1997,Pre-2016,1,10-344,10-344,4,2,52,32,84
1997,Pre-2016,1,10-344,10-344,4,3,103,41,144
1997,Pre-2016,1,10-344,10-344,4,4,10,28,38
1997,Pre-2016,1,10-344,10-344,4,5,86,91,177
1997,Pre-2016,1,10-344,10-344,4,6,96,59,155
1997,Pre-2016,1,10-344,10-344,4,7,108,30,138
1997,Pre-2016,1,10-344,10-344,4,8,55,33,88
1997,Pre-2016,1,10-344,10-344,4,9,84,52,136
1997,Pre-2016,1,10-344,10-344,4,10,32,42,74
1997,Pre-2016,1,10-346,10-346,1,1,118,11,129
1997,Pre-2016,1,10-346,10-346,1,2,67,1,68
1997,Pre-2016,1,10-346,10-346,1,3,108,7,115
1997,Pre-2016,1,10-346,10-346,1,4,43,12,55
1997,Pre-2016,1,10-346,10-346,1,5,89,9,98
1997,Pre-2016,1,10-346,10-346,1,6,84,11,95
1997,Pre-2016,1,10-346,10-346,1,7,139,3,142
1997,Pre-2016,1,10-346,10-346,1,8,91,25,116
1997,Pre-2016,1,10-346,10-346,1,9,88,29,117
1997,Pre-2016,1,10-346,10-346,1,10,81,15,96
1997,Pre-2016,1,10-346,10-346,2,1,125,3,128
1997,Pre-2016,1,10-346,10-346,2,2,77,2,79
1997,Pre-2016,1,10-346,10-346,2,3,139,5,144
1997,Pre-2016,1,10-346,10-346,2,4,78,2,80
1997,Pre-2016,1,10-346,10-346,2,5,200,2,202
1997,Pre-2016,1,10-346,10-346,2,6,126,2,128
1997,Pre-2016,1,10-346,10-346,2,7,129,2,131
1997,Pre-2016,1,10-346,10-346,2,8,140,3,143
1997,Pre-2016,1,10-346,10-346,2,9,102,3,105
1997,Pre-2016,1,10-346,10-346,2,10,112,3,115
1997,Pre-2016,1,10-346,10-346,3,1,21,8,29
1997,Pre-2016,1,10-346,10-346,3,2,15,6,21
1997,Pre-2016,1,10-346,10-346,3,3,37,15,52
1997,Pre-2016,1,10-346,10-346,3,4,30,5,35
1997,Pre-2016,1,10-346,10-346,3,5,56,7,63
1997,Pre-2016,1,10-346,10-346,3,6,39,4,43
1997,Pre-2016,1,10-346,10-346,3,7,35,2,37
1997,Pre-2016,1,10-346,10-346,3,8,19,2,21
1997,Pre-2016,1,10-346,10-346,3,9,26,4,30
1997,Pre-2016,1,10-346,10-346,3,10,40,4,44
1997,Pre-2016,1,10-346,10-346,4,1,56,2,58
1997,Pre-2016,1,10-346,10-346,4,2,50,2,52
1997,Pre-2016,1,10-346,10-346,4,3,49,2,51
1997,Pre-2016,1,10-346,10-346,4,4,70,3,73
1997,Pre-2016,1,10-346,10-346,4,5,44,7,51
1997,Pre-2016,1,10-346,10-346,4,6,28,1,29
1997,Pre-2016,1,10-346,10-346,4,7,26,0,26
1997,Pre-2016,1,10-346,10-346,4,8,48,4,52
1997,Pre-2016,1,10-346,10-346,4,9,17,1,18
1997,Pre-2016,1,Wap,10-585,1,1,46,24,70
1997,Pre-2016,1,Wap,10-585,1,2,76,47,123
1997,Pre-2016,1,Wap,10-585,1,3,39,19,58
1997,Pre-2016,1,Wap,10-585,1,4,33,31,64
1997,Pre-2016,1,Wap,10-585,1,5,54,9,63
1997,Pre-2016,1,Wap,10-585,1,6,19,30,49
1997,Pre-2016,1,Wap,10-585,1,7,52,30,82
1997,Pre-2016,1,Wap,10-585,1,8,31,21,52
1997,Pre-2016,1,Wap,10-585,1,9,61,20,81
1997,Pre-2016,1,Wap,10-585,1,10,100,23,123
1997,Pre-2016,1,Wap,10-585,2,1,183,25,208
1997,Pre-2016,1,Wap,10-585,2,2,210,13,223
1997,Pre-2016,1,Wap,10-585,2,3,72,25,97
1997,Pre-2016,1,Wap,10-585,2,4,287,30,317
1997,Pre-2016,1,Wap,10-585,2,5,196,30,226
1997,Pre-2016,1,Wap,10-585,2,6,215,20,235
1997,Pre-2016,1,Wap,10-585,2,7,191,52,243
1997,Pre-2016,1,Wap,10-585,2,8,224,26,250
1997,Pre-2016,1,Wap,10-585,2,9,241,36,277
1997,Pre-2016,1,Wap,10-585,2,10,222,39,261
1997,Pre-2016,1,Wap,10-585,3,1,53,22,75
1997,Pre-2016,1,Wap,10-585,3,2,42,43,85
1997,Pre-2016,1,Wap,10-585,3,3,78,41,119
1997,Pre-2016,1,Wap,10-585,3,4,55,43,98
1997,Pre-2016,1,Wap,10-585,3,5,71,5,76
1997,Pre-2016,1,Wap,10-585,3,6,48,78,126
1997,Pre-2016,1,Wap,10-585,3,7,23,35,58
1997,Pre-2016,1,Wap,10-585,3,8,75,47,122
1997,Pre-2016,1,Wap,10-585,3,9,26,31,57
1997,Pre-2016,1,Wap,10-585,4,1,79,41,120
1997,Pre-2016,1,Wap,10-585,4,2,66,1,67
1997,Pre-2016,1,Wap,10-585,4,3,40,0,40
1997,Pre-2016,1,Wap,10-585,4,4,37,5,42
1997,Pre-2016,1,Wap,10-585,4,5,44,3,47
1997,Pre-2016,1,Wap,10-585,4,6,75,4,79
1997,Pre-2016,1,Wap,10-585,4,7,57,0,57
1997,Pre-2016,1,Wap,10-585,4,8,34,2,36
1997,Pre-2016,1,Wap,10-585,4,9,64,2,66
1997,Pre-2016,1,Wap,10-585,4,10,68,4,72
1997,Pre-2016,2,RockyIslet,14-132a,1,1,18,8,26
1997,Pre-2016,2,RockyIslet,14-132a,1,2,16,3,19
1997,Pre-2016,2,RockyIslet,14-132a,1,3,30,52,82
1997,Pre-2016,2,RockyIslet,14-132a,1,4,21,16,37
1997,Pre-2016,2,RockyIslet,14-132a,1,5,53,22,75
1997,Pre-2016,2,RockyIslet,14-132a,1,6,43,10,53
1997,Pre-2016,2,RockyIslet,14-132a,1,7,46,19,65
1997,Pre-2016,2,RockyIslet,14-132a,1,8,23,12,35
1997,Pre-2016,2,RockyIslet,14-132a,1,9,21,7,28
1997,Pre-2016,2,RockyIslet,14-132a,1,10,32,16,48
1997,Pre-2016,2,RockyIslet,14-132a,2,1,202,8,210
1997,Pre-2016,2,RockyIslet,14-132a,2,2,172,4,176
1997,Pre-2016,2,RockyIslet,14-132a,2,3,139,4,143
1997,Pre-2016,2,RockyIslet,14-132a,2,4,97,1,98
1997,Pre-2016,2,RockyIslet,14-132a,2,5,242,2,244
1997,Pre-2016,2,RockyIslet,14-132a,2,6,124,5,129
1997,Pre-2016,2,RockyIslet,14-132a,2,7,173,7,180
1997,Pre-2016,2,RockyIslet,14-132a,2,8,276,6,282
1997,Pre-2016,2,RockyIslet,14-132a,2,9,113,2,115
1997,Pre-2016,2,RockyIslet,14-132a,2,10,139,5,144
1997,Pre-2016,2,RockyIslet,14-132a,3,1,34,10,44
1997,Pre-2016,2,RockyIslet,14-132a,3,2,106,5,111
1997,Pre-2016,2,RockyIslet,14-132a,3,3,82,7,89
1997,Pre-2016,2,RockyIslet,14-132a,3,4,151,10,161
1997,Pre-2016,2,RockyIslet,14-132a,3,5,186,8,194
1997,Pre-2016,2,RockyIslet,14-132a,3,6,180,6,186
1997,Pre-2016,2,RockyIslet,14-132a,3,7,183,4,187
1997,Pre-2016,2,RockyIslet,14-132a,3,8,72,5,77
1997,Pre-2016,2,RockyIslet,14-132a,3,9,136,4,140
1997,Pre-2016,2,RockyIslet,14-132a,3,10,184,0,184
1997,Pre-2016,2,RockyIslet,14-132a,4,1,187,11,198
1997,Pre-2016,2,RockyIslet,14-132a,4,2,121,14,135
1997,Pre-2016,2,RockyIslet,14-132a,4,3,209,21,230
1997,Pre-2016,2,RockyIslet,14-132a,4,4,266,7,273
1997,Pre-2016,2,RockyIslet,14-132a,4,5,9,1,10
1997,Pre-2016,2,RockyIslet,14-132a,4,6,46,7,53
1997,Pre-2016,2,RockyIslet,14-132a,4,7,157,22,179
1997,Pre-2016,2,RockyIslet,14-132a,4,8,319,8,327
1997,Pre-2016,2,RockyIslet,14-132a,4,9,185,11,196
1997,Pre-2016,2,RockyIslet,14-132a,4,10,60,5,65
1997,Pre-2016,2,NthDirection,14-143,1,1,9,3,12
1997,Pre-2016,2,NthDirection,14-143,1,2,15,12,27
1997,Pre-2016,2,NthDirection,14-143,1,3,11,2,13
1997,Pre-2016,2,NthDirection,14-143,1,4,28,7,35
1997,Pre-2016,2,NthDirection,14-143,1,5,14,4,18
1997,Pre-2016,2,NthDirection,14-143,1,6,5,0,5
1997,Pre-2016,2,NthDirection,14-143,1,7,17,5,22
1997,Pre-2016,2,NthDirection,14-143,1,8,51,6,57
1997,Pre-2016,2,NthDirection,14-143,1,9,20,1,21
1997,Pre-2016,2,NthDirection,14-143,1,10,28,6,34
1997,Pre-2016,2,NthDirection,14-143,2,1,21,6,27
1997,Pre-2016,2,NthDirection,14-143,2,2,43,12,55
1997,Pre-2016,2,NthDirection,14-143,2,3,24,6,30
1997,Pre-2016,2,NthDirection,14-143,2,4,16,8,24
1997,Pre-2016,2,NthDirection,14-143,2,5,32,8,40
1997,Pre-2016,2,NthDirection,14-143,2,6,29,1,30
1997,Pre-2016,2,NthDirection,14-143,2,7,50,3,53
1997,Pre-2016,2,NthDirection,14-143,2,8,38,5,43
1997,Pre-2016,2,NthDirection,14-143,2,9,30,1,31
1997,Pre-2016,2,NthDirection,14-143,3,1,65,7,72
1997,Pre-2016,2,NthDirection,14-143,3,2,53,1,54
1997,Pre-2016,2,NthDirection,14-143,3,3,44,4,48
1997,Pre-2016,2,NthDirection,14-143,3,4,71,16,87
1997,Pre-2016,2,NthDirection,14-143,3,5,22,1,23
1997,Pre-2016,2,NthDirection,14-143,3,6,46,8,54
1997,Pre-2016,2,NthDirection,14-143,3,7,27,14,41
1997,Pre-2016,2,NthDirection,14-143,3,8,66,4,70
1997,Pre-2016,2,NthDirection,14-143,3,9,98,0,98
1997,Pre-2016,2,NthDirection,14-143,3,10,52,3,55
1997,Pre-2016,2,NthDirection,14-143,4,1,42,1,43
1997,Pre-2016,2,NthDirection,14-143,4,2,40,1,41
1997,Pre-2016,2,NthDirection,14-143,4,3,39,0,39
1997,Pre-2016,2,NthDirection,14-143,4,4,14,1,15
1997,Pre-2016,2,NthDirection,14-143,4,5,59,1,60
1997,Pre-2016,2,NthDirection,14-143,4,6,50,0,50
1997,Pre-2016,2,NthDirection,14-143,4,7,43,0,43
1997,Pre-2016,2,NthDirection,14-143,4,8,10,1,11
1997,Pre-2016,2,NthDirection,14-143,4,9,30,2,32
1997,Pre-2016,2,NthDirection,14-143,4,10,28,0,28
1997,Pre-2016,2,SthDirection,14-147b,1,1,243,16,259
1997,Pre-2016,2,SthDirection,14-147b,1,2,108,2,110
1997,Pre-2016,2,SthDirection,14-147b,1,3,95,1,96
1997,Pre-2016,2,SthDirection,14-147b,1,4,19,3,22
1997,Pre-2016,2,SthDirection,14-147b,1,5,27,3,30
1997,Pre-2016,2,SthDirection,14-147b,1,6,143,1,144
1997,Pre-2016,2,SthDirection,14-147b,1,7,32,10,42
1997,Pre-2016,2,SthDirection,14-147b,1,8,31,2,33
1997,Pre-2016,2,SthDirection,14-147b,1,9,101,1,102
1997,Pre-2016,2,SthDirection,14-147b,1,10,37,5,42
1997,Pre-2016,2,SthDirection,14-147b,2,1,11,3,14
1997,Pre-2016,2,SthDirection,14-147b,2,2,21,3,24
1997,Pre-2016,2,SthDirection,14-147b,2,3,57,5,62
1997,Pre-2016,2,SthDirection,14-147b,2,4,12,9,21
1997,Pre-2016,2,SthDirection,14-147b,2,5,27,1,28
1997,Pre-2016,2,SthDirection,14-147b,2,6,57,9,66
1997,Pre-2016,2,SthDirection,14-147b,2,7,13,0,13
1997,Pre-2016,2,SthDirection,14-147b,2,8,9,3,12
1997,Pre-2016,2,SthDirection,14-147b,2,9,15,4,19
1997,Pre-2016,2,SthDirection,14-147b,2,10,27,2,29
1997,Pre-2016,2,SthDirection,14-147b,3,1,58,2,60
1997,Pre-2016,2,SthDirection,14-147b,3,2,60,2,62
1997,Pre-2016,2,SthDirection,14-147b,3,3,11,0,11
